record_id,customer_id,timestamp,date,time,hour,day_of_week,month,season,is_weekend,is_holiday,customer_type,income_level,age_group,family_size,region,climate_zone,urban_setting,energy_source,meter_type,grid_reliability,building_type,building_size_sqft,construction_year,energy_certification,energy_usage_kwh,peak_hours_usage,off_peak_hours_usage,usage_per_person,usage_per_sqft,lifestyle_type,work_pattern,activity_pattern,efficiency_score,usage_pattern,anomaly_score,appliance_count,appliances,carbon_footprint_kg,cost_estimate_usd,savings_potential_percent,usage_description,efficiency_insights,recommendations
491,CUST0491,2024-10-11T23:11:00,2024-10-11,23:11:00,23,Friday,10,Fall,0,0,Residential,High,36-45,5,West_Coast,Polar,Rural,Hybrid,Digital_Meter,Poor,Apartment,1566,1985,LEED_Gold,17.17,11.29,6.69,3.43,0.011,Eco_Conscious,Office,Irregular,100,Low_Usage,0.726,5,"Washing_Machine,Microwave,Gaming_Console,Water_Heater,Heater",15.79,1.78,9.4,Eco_Conscious lifestyle with 3.4 kWh per person during night.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1985 with 5 appliances.,Maintain current efficient practices
492,CUST0492,2024-12-28T17:51:00,2024-12-28,17:51:00,17,Saturday,12,Winter,1,0,Residential,Medium,26-35,2,Southeast,Subtropical,Rural,Solar,Analog_Meter,Excellent,Warehouse,1347,1970,None,9.12,5.79,2.15,4.56,0.0068,Minimalist,Remote,Night_Owl,94.0,Moderate_Usage,0.577,20,"Washing_Machine,Dryer,Gaming_Console,Computer,Microwave,Refrigerator,Oven,Dishwasher,Heater,Air_Conditioner,TV,Water_Heater",8.39,1.07,14.3,Energy consumption of 9.1 kWh for warehouse with 2 occupants.,Excellent efficiency rating of 93.971094385476 with None certification. Building constructed in 1970 with 12 appliances.,Maintain current efficient practices
493,CUST0493,2024-07-04T17:40:00,2024-07-04,17:40:00,17,Thursday,7,Summer,0,1,Large_Business,Very_High,26-35,7,Southeast,Polar,Urban,Wind,Smart_Meter,Excellent,Office,4095,2015,Energy_Star,1030.99,780.92,356.37,147.28,0.2518,Tech_Heavy,Hybrid,Early_Bird,97.8,Extreme_High,1.0,10,"Water_Heater,Computer,Dishwasher,Heater,Washing_Machine,Refrigerator,Dryer,Air_Conditioner,Oven,Microwave",948.51,150.82,18.1,Tech_Heavy lifestyle with 147.3 kWh per person during evening.,Excellent efficiency rating of 97.8 with Energy_Star certification. Building constructed in 2015 with 10 appliances.,Optimize HVAC system settings
494,CUST0494,2024-01-15T10:11:00,2024-01-15,10:11:00,10,Monday,1,Winter,0,1,Small_Business,Medium,56-65,4,Southwest,Subtropical,Urban,Hybrid,Digital_Meter,Excellent,Warehouse,2083,1970,LEED_Gold,51.46,33.13,18.61,12.87,0.0247,Average,Hybrid,Regular,95.7,Extreme_High,0.228,12,"Air_Conditioner,Gaming_Console,Dryer,Microwave,Oven,Washing_Machine,Water_Heater,Refrigerator,Heater,TV,Dishwasher,Computer",47.35,5.89,23.8,Energy consumption of 51.5 kWh for warehouse with 4 occupants.,Excellent efficiency rating of 95.71888259292008 with LEED_Gold certification. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings
495,CUST0495,2024-05-13T08:36:00,2024-05-13,08:36:00,8,Monday,5,Spring,0,0,Industrial,Low,26-35,8,West_Coast,Polar,Suburban,Grid,Smart_Meter,Good,Condo,2828,1955,LEED_Gold,447.19,303.83,160.15,55.9,0.1581,Tech_Heavy,Shift_Work,Irregular,90.4,Extreme_High,1.0,11,"Computer,Microwave,Washing_Machine,Gaming_Console,Dryer,Dishwasher,TV,Refrigerator,Oven,Water_Heater,Heater",411.42,64.02,16.0,Tech_Heavy lifestyle with 55.9 kWh per person during morning.,Excellent efficiency rating of 90.43 with LEED_Gold certification. Building constructed in 1955 with 11 appliances.,Maintain current efficient practices
496,CUST0496,2024-01-20T01:16:00,2024-01-20,01:16:00,1,Saturday,1,Winter,1,0,Industrial,Very_High,56-65,8,Midwest,Subtropical,Rural,Wind,Analog_Meter,Fair,Apartment,2001,1965,None,174.4,131.81,57.31,21.8,0.0872,Minimalist,Hybrid,Early_Bird,84.5,Extreme_High,0.362,14,"Dryer,TV,Dishwasher,Microwave,Air_Conditioner,Water_Heater,Refrigerator,Washing_Machine,Computer,Gaming_Console,Oven,Heater",160.45,18.9,23.5,Energy consumption of 174.4 kWh for apartment with 8 occupants.,Excellent efficiency rating of 84.4975 with None certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings
497,CUST0497,2024-12-05T00:05:00,2024-12-05,00:05:00,0,Thursday,12,Winter,0,0,Large_Business,Medium,46-55,5,West_Coast,Subtropical,Urban,Battery_Backup,Smart_Meter,Excellent,Office,3342,1980,Energy_Star,186.12,116.07,62.79,37.22,0.0557,Tech_Heavy,Shift_Work,Early_Bird,87.6,Extreme_High,0.392,8,"Washing_Machine,TV,Refrigerator,Water_Heater,Gaming_Console,Air_Conditioner,Dishwasher,Microwave",171.23,25.13,14.2,Usage pattern indicates tech_heavy behavior with 37.2 kWh per person.,Excellent efficiency rating of 87.632 with Energy_Star certification. Building constructed in 1980 with 8 appliances.,Optimize HVAC system settings
498,CUST0498,2024-12-04T04:03:00,2024-12-04,04:03:00,4,Wednesday,12,Winter,0,0,Residential,Low,18-25,2,Southwest,Continental,Urban,Solar,Smart_Meter,Excellent,Single_Family,1928,1995,LEED_Platinum,32.79,24.0,9.54,16.39,0.017,High_Consumption,Unemployed,Irregular,98.8,Extreme_High,0.063,11,"Air_Conditioner,Dryer,Refrigerator,Oven,Heater,Computer,TV,Washing_Machine,Dishwasher,Gaming_Console,Water_Heater",30.16,4.72,21.2,A 2-person household in a single_family showing 32.8 kWh usage.,Excellent efficiency rating of 98.82603651680145 with LEED_Platinum certification. Building constructed in 1995 with 11 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
499,CUST0499,2024-03-17T09:11:00,2024-03-17,09:11:00,9,Sunday,3,Spring,1,0,Residential,Low,36-45,1,West_Coast,Continental,Rural,Battery_Backup,Smart_Meter,Fair,Single_Family,1568,1995,LEED_Silver,9.76,6.11,3.31,9.76,0.0062,High_Consumption,Shift_Work,Night_Owl,80.7,High_Usage,0.222,11,"Water_Heater,Microwave,Heater,TV,Dishwasher,Gaming_Console,Air_Conditioner,Refrigerator,Computer,Washing_Machine,Dryer",8.98,1.22,5.3,A 1-person household in a single_family showing 9.8 kWh usage.,Excellent efficiency rating of 80.73960147478208 with LEED_Silver certification. Building constructed in 1995 with 11 appliances.,Implement energy conservation practices; Consider solar panel installation
500,CUST0500,2024-04-27T14:07:00,2024-04-27,14:07:00,14,Saturday,4,Spring,1,0,Small_Business,High,26-35,7,Midwest,Polar,Suburban,Battery_Backup,Digital_Meter,Poor,Townhouse,2808,2010,LEED_Gold,230.49,165.91,48.93,32.93,0.0821,High_Consumption,Remote,Night_Owl,93.0,Extreme_High,0.466,20,"Refrigerator,TV,Dishwasher,Microwave,Washing_Machine,Dryer,Air_Conditioner,Oven,Heater,Gaming_Console,Water_Heater,Computer",212.05,31.33,24.3,Usage pattern indicates high_consumption behavior with 32.9 kWh per person.,Excellent efficiency rating of 92.97714285714285 with LEED_Gold certification. Building constructed in 2010 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
501,CUST0501,2024-08-06T18:01:00,2024-08-06,18:01:00,18,Tuesday,8,Summer,0,0,Industrial,Medium,26-35,3,Midwest,Polar,Rural,Grid,Digital_Meter,Fair,Townhouse,2250,2015,LEED_Gold,188.48,134.37,66.66,62.83,0.0838,Minimalist,Hybrid,Regular,83.5,Extreme_High,1.0,6,"Dishwasher,Refrigerator,Air_Conditioner,Microwave,TV,Dryer",173.4,23.1,13.5,Energy consumption of 188.5 kWh for townhouse with 3 occupants.,Excellent efficiency rating of 83.5 with LEED_Gold certification. Building constructed in 2015 with 6 appliances.,Optimize HVAC system settings; Consider solar panel installation
502,CUST0502,2024-11-14T02:23:00,2024-11-14,02:23:00,2,Thursday,11,Fall,0,0,Industrial,High,36-45,5,Southwest,Subtropical,Urban,Wind,Digital_Meter,Excellent,Apartment,1586,2015,LEED_Silver,65.27,42.77,25.37,13.05,0.0412,Minimalist,Remote,Early_Bird,100,Extreme_High,0.029,8,"Refrigerator,Dryer,Water_Heater,TV,Heater,Air_Conditioner,Computer,Microwave",60.05,8.12,13.5,A 5-person household in a apartment showing 65.3 kWh usage.,Excellent efficiency rating of 100 with LEED_Silver certification. Building constructed in 2015 with 8 appliances.,Optimize HVAC system settings
503,CUST0503,2024-10-05T00:33:00,2024-10-05,00:33:00,0,Saturday,10,Fall,1,0,Residential,High,46-55,2,Southeast,Polar,Urban,Grid,Digital_Meter,Excellent,Condo,1560,1955,LEED_Gold,7.02,4.37,1.68,3.51,0.0045,Eco_Conscious,Remote,Night_Owl,93.4,Low_Usage,0.719,12,"Microwave,Dishwasher,Refrigerator,Oven,Water_Heater,Gaming_Console,Washing_Machine,Dryer,Computer,Air_Conditioner,Heater,TV",6.45,0.71,13.7,Energy consumption of 7.0 kWh for condo with 2 occupants.,Excellent efficiency rating of 93.39195321105262 with LEED_Gold certification. Building constructed in 1955 with 12 appliances.,Maintain current efficient practices
504,CUST0504,2024-09-29T16:43:00,2024-09-29,16:43:00,16,Sunday,9,Fall,1,0,Large_Business,Very_High,46-55,7,West_Coast,Temperate,Suburban,Grid,Smart_Meter,Excellent,Office,4001,1950,LEED_Silver,159.83,118.26,47.15,22.83,0.0399,Average,Unemployed,Irregular,81.6,Extreme_High,0.287,19,"Oven,TV,Heater,Air_Conditioner,Washing_Machine,Refrigerator,Computer,Water_Heater,Gaming_Console,Microwave,Dryer,Dishwasher",147.04,16.24,24.6,Usage pattern indicates average behavior with 22.8 kWh per person.,Excellent efficiency rating of 81.56857142857143 with LEED_Silver certification. Building constructed in 1950 with 12 appliances.,Optimize HVAC system settings
505,CUST0505,2024-07-31T13:06:00,2024-07-31,13:06:00,13,Wednesday,7,Summer,0,0,Large_Business,High,65+,1,Northeast,Tropical,Urban,Hybrid,Analog_Meter,Poor,Warehouse,1179,1985,LEED_Platinum,12.08,9.66,2.57,12.08,0.0102,High_Consumption,Unemployed,Night_Owl,87.8,Extreme_High,0.28,7,"Water_Heater,Air_Conditioner,Oven,Refrigerator,Microwave,Dishwasher,Computer",11.11,1.68,5.8,A 1-person household in a warehouse showing 12.1 kWh usage.,Excellent efficiency rating of 87.84301722197337 with LEED_Platinum certification. Building constructed in 1985 with 7 appliances.,Implement energy conservation practices
506,CUST0506,2024-10-28T09:41:00,2024-10-28,09:41:00,9,Monday,10,Fall,0,0,Industrial,Very_High,56-65,8,Southeast,Tropical,Urban,Hybrid,Analog_Meter,Poor,Warehouse,2995,1955,Energy_Star,581.12,379.61,143.34,72.64,0.194,High_Consumption,Remote,Irregular,88.0,Extreme_High,1.0,8,"Washing_Machine,Dryer,Computer,Oven,Refrigerator,Heater,TV,Gaming_Console",534.63,63.17,11.4,High_Consumption lifestyle with 72.6 kWh per person during morning.,Excellent efficiency rating of 88.0125 with Energy_Star certification. Building constructed in 1955 with 8 appliances.,Implement energy conservation practices
507,CUST0507,2024-04-17T23:44:00,2024-04-17,23:44:00,23,Wednesday,4,Spring,0,0,Large_Business,Low,56-65,8,Northeast,Tropical,Rural,Wind,Smart_Meter,Poor,Warehouse,2909,1960,LEED_Platinum,171.62,133.78,37.19,21.45,0.059,Tech_Heavy,Shift_Work,Night_Owl,100,Extreme_High,0.078,18,"Refrigerator,Washing_Machine,Water_Heater,Oven,Dishwasher,TV,Gaming_Console,Air_Conditioner,Computer,Dryer,Heater,Microwave",157.89,20.98,5.4,Energy consumption of 171.6 kWh for warehouse with 8 occupants.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1960 with 12 appliances.,Optimize HVAC system settings
508,CUST0508,2024-12-04T16:01:00,2024-12-04,16:01:00,16,Wednesday,12,Winter,0,0,Residential,Very_High,36-45,5,West_Coast,Subtropical,Urban,Grid,Digital_Meter,Fair,Office,3592,1990,LEED_Gold,196.08,121.32,72.26,39.22,0.0546,Tech_Heavy,Office,Irregular,81.6,Extreme_High,0.365,10,"Refrigerator,Water_Heater,Oven,Gaming_Console,Heater,Dryer,TV,Washing_Machine,Microwave,Air_Conditioner",180.39,27.86,12.6,A 5-person household in a office showing 196.1 kWh usage.,Excellent efficiency rating of 81.632 with LEED_Gold certification. Building constructed in 1990 with 10 appliances.,Optimize HVAC system settings
509,CUST0509,2024-06-02T19:25:00,2024-06-02,19:25:00,19,Sunday,6,Summer,1,0,Residential,Low,26-35,8,West_Coast,Temperate,Urban,Battery_Backup,Analog_Meter,Poor,Office,4277,2020,None,425.03,265.04,161.91,53.13,0.0994,Eco_Conscious,Unemployed,Irregular,79.3,Extreme_High,0.553,6,"Oven,Refrigerator,Air_Conditioner,Microwave,Dryer,Gaming_Console",391.02,44.38,16.6,A 8-person household in a office showing 425.0 kWh usage.,Good efficiency at 79.3075 with room for improvement. Building constructed in 2020 with 6 appliances.,Optimize HVAC system settings
510,CUST0510,2024-06-30T13:02:00,2024-06-30,13:02:00,13,Sunday,6,Summer,1,0,Industrial,Medium,26-35,8,Midwest,Polar,Rural,Solar,Digital_Meter,Poor,Townhouse,3197,1955,Energy_Star,311.73,218.94,71.8,38.97,0.0975,Eco_Conscious,Hybrid,Regular,92.5,Extreme_High,0.524,18,"Water_Heater,Heater,Oven,TV,Gaming_Console,Air_Conditioner,Dishwasher,Washing_Machine,Dryer,Refrigerator,Microwave,Computer",286.79,38.09,8.1,Energy consumption of 311.7 kWh for townhouse with 8 occupants.,Excellent efficiency rating of 92.5075 with Energy_Star certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
511,CUST0511,2024-02-22T12:09:00,2024-02-22,12:09:00,12,Thursday,2,Winter,0,0,Small_Business,High,56-65,4,Southwest,Temperate,Rural,Battery_Backup,Smart_Meter,Excellent,Office,3136,1995,LEED_Gold,105.76,65.34,22.71,26.44,0.0337,Tech_Heavy,Unemployed,Night_Owl,88.8,Extreme_High,0.054,18,"Washing_Machine,Oven,TV,Computer,Water_Heater,Air_Conditioner,Heater,Dryer,Refrigerator,Dishwasher,Microwave,Gaming_Console",97.3,15.86,7.3,Tech_Heavy lifestyle with 26.4 kWh per person during afternoon.,Excellent efficiency rating of 88.82 with LEED_Gold certification. Building constructed in 1995 with 12 appliances.,Optimize HVAC system settings
512,CUST0512,2024-07-02T21:48:00,2024-07-02,21:48:00,21,Tuesday,7,Summer,0,0,Small_Business,Medium,65+,7,Northeast,Subtropical,Urban,Hybrid,Analog_Meter,Poor,Single_Family,2827,1975,LEED_Gold,124.32,78.19,27.96,17.76,0.044,High_Consumption,Office,Early_Bird,93.7,Extreme_High,0.215,5,"Washing_Machine,Microwave,Oven,Air_Conditioner,Computer",114.38,13.04,11.4,A 7-person household in a single_family showing 124.3 kWh usage.,Excellent efficiency rating of 93.6626787892516 with LEED_Gold certification. Building constructed in 1975 with 5 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
513,CUST0513,2024-04-08T22:18:00,2024-04-08,22:18:00,22,Monday,4,Spring,0,0,Large_Business,Low,56-65,7,Southwest,Tropical,Suburban,Hybrid,Analog_Meter,Excellent,Office,4204,1960,LEED_Silver,274.0,214.77,89.14,39.14,0.0652,Tech_Heavy,Remote,Early_Bird,82.0,Extreme_High,0.164,19,"Gaming_Console,Washing_Machine,Dishwasher,Oven,Air_Conditioner,Dryer,Heater,TV,Refrigerator,Water_Heater,Computer,Microwave",252.08,40.38,15.9,Tech_Heavy lifestyle with 39.1 kWh per person during night.,Excellent efficiency rating of 81.98857142857143 with LEED_Silver certification. Building constructed in 1960 with 12 appliances.,Optimize HVAC system settings
514,CUST0514,2024-12-23T18:25:00,2024-12-23,18:25:00,18,Monday,12,Winter,0,0,Industrial,High,56-65,7,West_Coast,Temperate,Rural,Grid,Digital_Meter,Fair,Office,4237,1970,LEED_Silver,386.55,237.37,83.39,55.22,0.0912,Minimalist,Unemployed,Night_Owl,77.9,Extreme_High,0.629,10,"Refrigerator,Heater,Computer,Microwave,Dryer,Gaming_Console,Air_Conditioner,Water_Heater,Washing_Machine,Oven",355.63,51.85,6.2,Usage pattern indicates minimalist behavior with 55.2 kWh per person.,Good efficiency at 77.89428571428572 with room for improvement. Building constructed in 1970 with 10 appliances.,Optimize HVAC system settings
515,CUST0515,2024-04-16T13:20:00,2024-04-16,13:20:00,13,Tuesday,4,Spring,0,0,Small_Business,Very_High,65+,3,Northeast,Polar,Rural,Wind,Digital_Meter,Fair,Office,2948,1950,Energy_Star,32.91,23.02,6.91,10.97,0.0112,Minimalist,Unemployed,Regular,87.4,Extreme_High,0.535,14,"Gaming_Console,Air_Conditioner,Oven,Washing_Machine,Refrigerator,Water_Heater,Dryer,Microwave,TV,Heater,Dishwasher,Computer",30.28,4.59,10.2,A 3-person household in a office showing 32.9 kWh usage.,Excellent efficiency rating of 87.37689108877818 with Energy_Star certification. Building constructed in 1950 with 12 appliances.,Optimize HVAC system settings
516,CUST0516,2024-06-08T10:27:00,2024-06-08,10:27:00,10,Saturday,6,Summer,1,0,Large_Business,Very_High,46-55,6,West_Coast,Tropical,Rural,Hybrid,Digital_Meter,Fair,Apartment,1811,1965,None,114.4,73.88,24.11,19.07,0.0632,Average,Hybrid,Regular,81.4,Extreme_High,0.316,17,"TV,Washing_Machine,Heater,Water_Heater,Microwave,Computer,Air_Conditioner,Refrigerator,Oven,Dishwasher,Gaming_Console,Dryer",105.25,15.41,18.5,Average lifestyle with 19.1 kWh per person during morning.,Excellent efficiency rating of 81.39659931658868 with None certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings
517,CUST0517,2024-04-05T03:11:00,2024-04-05,03:11:00,3,Friday,4,Spring,0,0,Small_Business,High,26-35,8,Southwest,Continental,Rural,Hybrid,Digital_Meter,Poor,Apartment,2113,2010,LEED_Silver,79.62,48.01,23.48,9.95,0.0377,Minimalist,Remote,Early_Bird,100,High_Usage,0.411,8,"Dishwasher,Microwave,Gaming_Console,Oven,TV,Refrigerator,Computer,Air_Conditioner",73.25,10.02,12.9,Usage pattern indicates minimalist behavior with 10.0 kWh per person.,Excellent efficiency rating of 100 with LEED_Silver certification. Building constructed in 2010 with 8 appliances.,Optimize HVAC system settings
518,CUST0518,2024-10-13T04:12:00,2024-10-13,04:12:00,4,Sunday,10,Fall,1,0,Residential,Medium,56-65,6,Southwest,Tropical,Suburban,Hybrid,Smart_Meter,Poor,Townhouse,2826,2015,LEED_Gold,67.89,43.83,18.27,11.32,0.024,Minimalist,Hybrid,Early_Bird,100,Extreme_High,0.499,6,"Dryer,Gaming_Console,Oven,Water_Heater,Computer,Washing_Machine",62.46,8.79,12.7,A 6-person household in a townhouse showing 67.9 kWh usage.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 2015 with 6 appliances.,Consider solar panel installation
519,CUST0519,2024-08-24T17:22:00,2024-08-24,17:22:00,17,Saturday,8,Summer,1,0,Small_Business,High,36-45,3,Midwest,Subtropical,Urban,Battery_Backup,Analog_Meter,Good,Office,2885,1975,LEED_Silver,107.09,84.48,24.72,35.7,0.0371,High_Consumption,Remote,Early_Bird,74.3,Extreme_High,0.547,18,"Oven,Water_Heater,Microwave,Heater,Computer,Washing_Machine,Air_Conditioner,Dishwasher,Gaming_Console,Refrigerator,TV,Dryer",98.52,14.53,13.9,Usage pattern indicates high_consumption behavior with 35.7 kWh per person.,Good efficiency at 74.26666666666667 with room for improvement. Building constructed in 1975 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
520,CUST0520,2024-12-15T19:46:00,2024-12-15,19:46:00,19,Sunday,12,Winter,1,0,Residential,Very_High,46-55,7,Southeast,Subtropical,Rural,Wind,Analog_Meter,Good,Condo,2648,1960,LEED_Platinum,167.41,120.76,46.44,23.92,0.0632,Tech_Heavy,Unemployed,Irregular,96.4,Extreme_High,0.129,7,"Computer,Microwave,Refrigerator,Gaming_Console,Air_Conditioner,TV,Water_Heater",154.01,18.81,5.8,Energy consumption of 167.4 kWh for condo with 7 occupants.,Excellent efficiency rating of 96.43428571428572 with LEED_Platinum certification. Building constructed in 1960 with 7 appliances.,Optimize HVAC system settings
521,CUST0521,2024-12-31T20:12:00,2024-12-31,20:12:00,20,Tuesday,12,Winter,0,0,Residential,Very_High,56-65,4,Midwest,Polar,Rural,Solar,Digital_Meter,Good,Townhouse,2256,2015,LEED_Gold,61.78,48.4,24.16,15.45,0.0274,Minimalist,Unemployed,Early_Bird,100,Extreme_High,0.144,17,"Computer,Water_Heater,Gaming_Console,Oven,Dishwasher,TV,Dryer,Washing_Machine,Heater,Microwave,Air_Conditioner,Refrigerator",56.84,6.99,13.5,Minimalist lifestyle with 15.4 kWh per person during evening.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 2015 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
522,CUST0522,2024-09-30T11:44:00,2024-09-30,11:44:00,11,Monday,9,Fall,0,0,Residential,Very_High,56-65,4,Southwest,Polar,Urban,Grid,Analog_Meter,Fair,Apartment,1263,2000,None,35.12,25.14,7.96,8.78,0.0278,Eco_Conscious,Unemployed,Regular,89.9,High_Usage,0.131,17,"Air_Conditioner,Water_Heater,Heater,TV,Washing_Machine,Gaming_Console,Microwave,Oven,Refrigerator,Dishwasher,Computer,Dryer",32.31,4.35,10.5,Usage pattern indicates eco_conscious behavior with 8.8 kWh per person.,Excellent efficiency rating of 89.90571440419873 with None certification. Building constructed in 2000 with 12 appliances.,Optimize HVAC system settings
523,CUST0523,2024-12-14T04:16:00,2024-12-14,04:16:00,4,Saturday,12,Winter,1,0,Industrial,Medium,18-25,2,West_Coast,Polar,Rural,Hybrid,Analog_Meter,Fair,Apartment,1004,1970,LEED_Gold,33.28,26.25,10.43,16.64,0.0331,Average,Unemployed,Irregular,92.3,Extreme_High,1.0,12,"Dryer,Air_Conditioner,Dishwasher,Washing_Machine,Heater,Microwave,TV,Oven,Water_Heater,Refrigerator,Computer,Gaming_Console",30.62,4.96,15.3,A 2-person household in a apartment showing 33.3 kWh usage.,Excellent efficiency rating of 92.31932054403036 with LEED_Gold certification. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings
524,CUST0524,2024-12-30T18:35:00,2024-12-30,18:35:00,18,Monday,12,Winter,0,0,Small_Business,Medium,26-35,2,Northeast,Tropical,Urban,Solar,Smart_Meter,Good,Single_Family,2054,1950,LEED_Platinum,15.6,11.59,3.5,7.8,0.0076,Eco_Conscious,Shift_Work,Irregular,100,High_Usage,0.525,5,"Gaming_Console,Heater,Air_Conditioner,Water_Heater,Computer",14.35,1.99,21.4,Eco_Conscious lifestyle with 7.8 kWh per person during evening.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1950 with 5 appliances.,Consider solar panel installation
525,CUST0525,2024-07-09T12:50:00,2024-07-09,12:50:00,12,Tuesday,7,Summer,0,0,Residential,High,18-25,4,West_Coast,Temperate,Suburban,Solar,Analog_Meter,Excellent,Office,3247,1990,LEED_Platinum,39.0,26.29,14.16,9.75,0.012,Tech_Heavy,Hybrid,Night_Owl,100,High_Usage,0.625,18,"Air_Conditioner,Microwave,Dishwasher,Refrigerator,Gaming_Console,Water_Heater,Heater,Computer,Dryer,TV,Oven,Washing_Machine",35.88,5.74,24.0,Usage pattern indicates tech_heavy behavior with 9.8 kWh per person.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1990 with 12 appliances.,Optimize HVAC system settings
526,CUST0526,2024-08-12T02:21:00,2024-08-12,02:21:00,2,Monday,8,Summer,0,0,Residential,Low,46-55,7,Southwest,Continental,Suburban,Grid,Smart_Meter,Excellent,Warehouse,2703,1980,LEED_Silver,101.22,76.38,35.63,14.46,0.0374,Minimalist,Hybrid,Regular,93.8,Extreme_High,0.331,19,"Gaming_Console,Microwave,Dishwasher,TV,Oven,Water_Heater,Computer,Dryer,Refrigerator,Washing_Machine,Heater,Air_Conditioner",93.12,12.3,16.0,Energy consumption of 101.2 kWh for warehouse with 7 occupants.,Excellent efficiency rating of 93.81757013682018 with LEED_Silver certification. Building constructed in 1980 with 12 appliances.,Optimize HVAC system settings
527,CUST0527,2024-10-10T04:24:00,2024-10-10,04:24:00,4,Thursday,10,Fall,0,0,Industrial,Medium,46-55,8,Northeast,Polar,Urban,Battery_Backup,Digital_Meter,Excellent,Condo,3200,1990,Energy_Star,549.03,343.99,206.57,68.63,0.1716,High_Consumption,Remote,Regular,89.0,Extreme_High,1.0,18,"Washing_Machine,Microwave,Computer,Dishwasher,Air_Conditioner,Dryer,Refrigerator,Oven,Gaming_Console,Heater,Water_Heater,TV",505.11,75.88,12.2,High_Consumption lifestyle with 68.6 kWh per person during night.,Excellent efficiency rating of 89.0 with Energy_Star certification. Building constructed in 1990 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
528,CUST0528,2024-07-13T00:19:00,2024-07-13,00:19:00,0,Saturday,7,Summer,1,0,Residential,Low,56-65,6,Southeast,Tropical,Suburban,Wind,Digital_Meter,Fair,Single_Family,2733,1985,Energy_Star,61.36,42.16,14.44,10.23,0.0225,Minimalist,Hybrid,Irregular,100,Extreme_High,0.532,10,"Dishwasher,Water_Heater,Gaming_Console,Air_Conditioner,Washing_Machine,Computer,Refrigerator,Oven,Dryer,Microwave",56.45,6.57,23.9,Energy consumption of 61.4 kWh for single_family with 6 occupants.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 1985 with 10 appliances.,Optimize HVAC system settings; Consider solar panel installation
529,CUST0529,2024-09-19T18:04:00,2024-09-19,18:04:00,18,Thursday,9,Fall,0,0,Industrial,Low,65+,5,Midwest,Temperate,Urban,Grid,Analog_Meter,Fair,Warehouse,2298,1970,LEED_Silver,79.71,62.78,16.73,15.94,0.0347,Minimalist,Office,Irregular,84.9,Extreme_High,0.133,9,"Refrigerator,Air_Conditioner,Washing_Machine,Heater,Microwave,Dryer,Water_Heater,Oven,Computer",73.33,10.49,9.4,Energy consumption of 79.7 kWh for warehouse with 5 occupants.,Excellent efficiency rating of 84.86685373309055 with LEED_Silver certification. Building constructed in 1970 with 9 appliances.,Optimize HVAC system settings
530,CUST0530,2024-07-28T08:03:00,2024-07-28,08:03:00,8,Sunday,7,Summer,1,0,Industrial,Medium,26-35,3,Midwest,Continental,Urban,Battery_Backup,Smart_Meter,Fair,Warehouse,1552,2020,LEED_Silver,91.49,55.97,24.73,30.5,0.0589,Eco_Conscious,Unemployed,Night_Owl,92.7,Extreme_High,1.0,13,"Water_Heater,Computer,Dryer,Dishwasher,Washing_Machine,Air_Conditioner,Refrigerator,TV,Heater,Microwave,Gaming_Console,Oven",84.17,11.72,19.0,A 3-person household in a warehouse showing 91.5 kWh usage.,Excellent efficiency rating of 92.65333333333334 with LEED_Silver certification. Building constructed in 2020 with 12 appliances.,Optimize HVAC system settings
531,CUST0531,2024-02-16T03:36:00,2024-02-16,03:36:00,3,Friday,2,Winter,0,0,Large_Business,Low,56-65,3,Southwest,Tropical,Rural,Grid,Digital_Meter,Good,Condo,1930,1955,LEED_Platinum,35.58,28.16,8.94,11.86,0.0184,Eco_Conscious,Remote,Night_Owl,90.8,Extreme_High,0.232,6,"Computer,Dishwasher,TV,Microwave,Refrigerator,Water_Heater",32.74,4.8,24.8,A 3-person household in a condo showing 35.6 kWh usage.,Excellent efficiency rating of 90.77204287999514 with LEED_Platinum certification. Building constructed in 1955 with 6 appliances.,Maintain current efficient practices
